r (km)   P (dyn/cm^2)   M/M_solar   rho (g/cm^3)   g_{tt}   g_{rr}   n_b (fm^{-3})   A_eq   A   Z_eq   Z   n_e (fm^{-3})   n_n(n_nf) (fm^{-3})   mu_n(mu_nf) (MeV)  drho/dr (kg/m^4)   dn_e/dr (fm^{-3}/m)
12.5878148   7.91724659e+21   1.40002355   533238.273   -0.671552304   1.48914117   3.2148871e-10   56   56   26   26   1.49262615e-10   0   0   -385960566   -1.08035237e-10
12.5878344   7.73666909e+21   1.40002355   525722.36   -0.671552559   1.48914004   3.1695745e-10   56   56   26   26   1.47158816e-10   0   0   -383667330   -1.07393372e-10
12.5878539   7.55864805e+21   1.40002355   518251.268   -0.671552814   1.48913891   3.1245321e-10   56   56   26   26   1.45067562e-10   0   0   -381372757   -1.06751132e-10
12.5878734   7.38316818e+21   1.40002355   510824.987   -0.671553068   1.48913778   3.07975984e-10   56   56   26   26   1.4298885e-10   0   0   -379079963   -1.0610939e-10
12.587893   7.21021418e+21   1.40002355   503443.457   -0.671553323   1.48913665   3.03525737e-10   56   56   26   26   1.40922664e-10   0   0   -376786635   -1.05467498e-10
12.5879125   7.03977074e+21   1.40002355   496106.759   -0.671553578   1.48913552   2.99102517e-10   56   56   26   26   1.38869026e-10   0   0   -374500469   -1.0482761e-10
12.5879223   6.95548339e+21   1.40002355   492455.087   -0.671553705   1.48913496   2.96900961e-10   56   56   26   26   1.37846875e-10   0   0   -373356030   -1.04507287e-10
12.587932   6.87181795e+21   1.40002355   488814.649   -0.671553833   1.48913439   2.94706177e-10   56   56   26   26   1.36827868e-10   0   0   -372208641   -1.04186137e-10
12.5879418   6.78877253e+21   1.40002355   485185.387   -0.67155396   1.48913383   2.9251813e-10   56   56   26   26   1.35811989e-10   0   0   -371063850   -1.03865715e-10
12.5879516   6.7063452e+21   1.40002355   481567.308   -0.671554088   1.48913326   2.90336826e-10   56   56   26   26   1.34799241e-10   0   0   -369916509   -1.03544578e-10
12.5879613   6.62453405e+21   1.40002355   477960.455   -0.671554215   1.4891327   2.88162289e-10   56   56   26   26   1.33789634e-10   0   0   -368768045   -1.03223128e-10
12.5879711   6.54333718e+21   1.40002355   474364.807   -0.671554343   1.48913213   2.85994507e-10   56   56   26   26   1.32783164e-10   0   0   -367622343   -1.0290245e-10
12.5879809   6.46275266e+21   1.40002355   470780.331   -0.67155447   1.48913157   2.8383346e-10   56   56   26   26   1.31779821e-10   0   0   -366476504   -1.02581733e-10
12.5879906   6.38277859e+21   1.40002355   467207.063   -0.671554597   1.489131   2.81679169e-10   56   56   26   26   1.30779614e-10   0   0   -365327588   -1.02260156e-10
12.5880004   6.30341306e+21   1.40002355   463645.026   -0.671554725   1.48913044   2.7953165e-10   56   56   26   26   1.29782552e-10   0   0   -364180337   -1.01939044e-10
12.5880102   6.22465414e+21   1.40002355   460094.166   -0.671554852   1.48912987   2.77390868e-10   56   56   26   26   1.28788617e-10   0   0   -363035114   -1.016185e-10
12.5880199   6.14649994e+21   1.40002355   456554.497   -0.67155498   1.48912931   2.75256833e-10   56   56   26   26   1.27797816e-10   0   0   -361887455   -1.01297274e-10
12.5880297   6.06894853e+21   1.40002355   453026.051   -0.671555107   1.48912874   2.73129565e-10   56   56   26   26   1.26810155e-10   0   0   -360738478   -1.00975678e-10
12.5880395   5.99199801e+21   1.40002355   449508.824   -0.671555234   1.48912818   2.71009058e-10   56   56   26   26   1.25825634e-10   0   0   -359591856   -1.00654742e-10
12.5880492   5.91564645e+21   1.40002355   446002.773   -0.671555362   1.48912761   2.68895291e-10   56   56   26   26   1.24844242e-10   0   0   -358445903   -1.00333993e-10
12.588059   5.83989195e+21   1.40002355   442507.927   -0.671555489   1.48912705   2.66788278e-10   56   56   26   26   1.23865986e-10   0   0   -357297201   -1.00012475e-10
12.5880687   5.7647326e+21   1.40002355   439024.312   -0.671555617   1.48912648   2.64688035e-10   56   56   26   26   1.22890873e-10   0   0   -356148310   -9.96909027e-11
12.5880785   5.69016647e+21   1.40002355   435551.905   -0.671555744   1.48912592   2.6259455e-10   56   56   26   26   1.21918898e-10   0   0   -355001680   -9.93699638e-11
12.5880883   5.61619166e+21   1.40002355   432090.686   -0.671555872   1.48912535   2.60507808e-10   56   56   26   26   1.20950054e-10   0   0   -353854893   -9.90489808e-11
12.588098   5.54280626e+21   1.40002355   428640.677   -0.671555999   1.48912479   2.58427826e-10   56   56   26   26   1.19984348e-10   0   0   -352705720   -9.87273299e-11
12.5881078   5.47000834e+21   1.40002355   425201.902   -0.671556126   1.48912422   2.56354615e-10   56   56   26   26   1.19021786e-10   0   0   -351556391   -9.8405635e-11
12.5881176   5.39779599e+21   1.40002355   421774.341   -0.671556254   1.48912366   2.54288166e-10   56   56   26   26   1.18062363e-10   0   0   -350409102   -9.80845113e-11
12.5881273   5.32616731e+21   1.40002355   418357.974   -0.671556381   1.48912309   2.52228464e-10   56   56   26   26   1.17106073e-10   0   0   -349261822   -9.77633898e-11
12.5881371   5.25512036e+21   1.40002355   414952.821   -0.671556509   1.48912253   2.50175523e-10   56   56   26   26   1.16152921e-10   0   0   -348112540   -9.74417077e-11
12.5881469   5.18465325e+21   1.40002355   411558.901   -0.671556636   1.48912196   2.48129354e-10   56   56   26   26   1.15202914e-10   0   0   -346962319   -9.71197629e-11
12.5881566   5.11476405e+21   1.40002355   408176.213   -0.671556763   1.4891214   2.46089956e-10   56   56   26   26   1.14256051e-10   0   0   -345813743   -9.67982783e-11
12.5881664   5.04545086e+21   1.40002355   404804.726   -0.671556891   1.48912083   2.44057311e-10   56   56   26   26   1.13312323e-10   0   0   -344666057   -9.64770427e-11
12.5881762   4.97671174e+21   1.40002355   401444.454   -0.671557018   1.48912027   2.42031427e-10   56   56   26   26   1.12371734e-10   0   0   -343516834   -9.61553768e-11
12.5881859   4.90854479e+21   1.40002355   398095.413   -0.671557146   1.4891197   2.40012313e-10   56   56   26   26   1.11434288e-10   0   0   -342366087   -9.58332841e-11
12.5881957   4.84094809e+21   1.40002355   394757.617   -0.671557273   1.48911914   2.37999978e-10   56   56   26   26   1.1049999e-10   0   0   -341215650   -9.55112782e-11
12.5882055   4.77391972e+21   1.40002355   391431.045   -0.6715574   1.48911857   2.35994411e-10   56   56   26   26   1.09568834e-10   0   0   -340066706   -9.518969e-11
12.5882152   4.70745777e+21   1.40002355   388115.689   -0.671557528   1.48911801   2.33995604e-10   56   56   26   26   1.08640816e-10   0   0   -338917540   -9.48680394e-11
12.588225   4.64156032e+21   1.40002355   384811.562   -0.671557655   1.48911744   2.32003568e-10   56   56   26   26   1.07715942e-10   0   0   -337767063   -9.4546022e-11
12.5882348   4.57622545e+21   1.40002355   381518.676   -0.671557783   1.48911688   2.30018308e-10   56   56   26   26   1.06794214e-10   0   0   -336615403   -9.4223673e-11
12.5882445   4.51145124e+21   1.40002355   378237.042   -0.67155791   1.48911631   2.28039831e-10   56   56   26   26   1.05875636e-10   0   0   -335463856   -9.39013556e-11
12.5882543   4.44723578e+21   1.40002355   374966.648   -0.671558037   1.48911575   2.26068131e-10   56   56   26   26   1.04960203e-10   0   0   -334313492   -9.35793695e-11
12.5882641   4.38357714e+21   1.40002355   371707.482   -0.671558165   1.48911518   2.24103199e-10   56   56   26   26   1.04047914e-10   0   0   -333163093   -9.32573731e-11
12.5882738   4.32047341e+21   1.40002355   368459.556   -0.671558292   1.48911462   2.22145044e-10   56   56   26   26   1.0313877e-10   0   0   -332011654   -9.29350858e-11
12.5882836   4.25792266e+21   1.40002355   365222.879   -0.67155842   1.48911405   2.2019367e-10   56   56   26   26   1.02232776e-10   0   0   -330859277   -9.26125355e-11
12.5882934   4.19592298e+21   1.40002355   361997.461   -0.671558547   1.48911349   2.18249084e-10   56   56   26   26   1.01329932e-10   0   0   -329706122   -9.22897675e-11
12.5883031   4.13447245e+21   1.40002355   358783.307   -0.671558675   1.48911292   2.16311288e-10   56   56   26   26   1.00430241e-10   0   0   -328553389   -9.19671175e-11
12.5883129   4.07356914e+21   1.40002355   355580.402   -0.671558802   1.48911236   2.14380275e-10   56   56   26   26   9.9533699e-11   0   0   -327401385   -9.16446713e-11
12.5883227   4.01321113e+21   1.40002355   352388.748   -0.671558929   1.48911179   2.12456044e-10   56   56   26   26   9.8640306e-11   0   0   -326248942   -9.13221022e-11
12.5883324   3.9533965e+21   1.40002355   349208.353   -0.671559057   1.48911123   2.105386e-10   56   56   26   26   9.77500642e-11   0   0   -325095709   -9.09993119e-11
12.5883422   3.89412332e+21   1.40002355   346039.223   -0.671559184   1.48911066   2.08627948e-10   56   56   26   26   9.68629757e-11   0   0   -323941756   -9.067632e-11
12.588352   3.83538968e+21   1.40002355   342881.365   -0.671559312   1.4891101   2.06724091e-10   56   56   26   26   9.59790424e-11   0   0   -322787149   -9.03531446e-11
12.5883617   3.77719365e+21   1.40002355   339734.786   -0.671559439   1.48910953   2.04827034e-10   56   56   26   26   9.50982659e-11   0   0   -321632028   -9.00298255e-11
12.5883715   3.71953331e+21   1.40002355   336599.49   -0.671559566   1.48910897   2.02936779e-10   56   56   26   26   9.42206473e-11   0   0   -320477134   -8.97065697e-11
12.5883813   3.66240673e+21   1.40002355   333475.467   -0.671559694   1.4891084   2.0105332e-10   56   56   26   26   9.33461844e-11   0   0   -319322501   -8.9383387e-11
12.588391   3.60581198e+21   1.40002355   330362.722   -0.671559821   1.48910784   1.9917666e-10   56   56   26   26   9.24748781e-11   0   0   -318167375   -8.9060066e-11
12.5884008   3.54974713e+21   1.40002355   327261.261   -0.671559949   1.48910727   1.97306803e-10   56   56   26   26   9.160673e-11   0   0   -317011618   -8.87365683e-11
12.5884105   3.49421028e+21   1.40002355   324171.089   -0.671560076   1.48910671   1.95443752e-10   56   56   26   26   9.0741742e-11   0   0   -315855271   -8.84129053e-11
12.5884203   3.43919947e+21   1.40002355   321092.212   -0.671560203   1.48910614   1.9358751e-10   56   56   26   26   8.98799155e-11   0   0   -314698367   -8.80890863e-11
12.5884301   3.38471279e+21   1.40002355   318024.636   -0.671560331   1.48910558   1.91738081e-10   56   56   26   26   8.9021252e-11   0   0   -313540934   -8.77651191e-11
12.5884398   3.3307483e+21   1.40002355   314968.366   -0.671560458   1.48910501   1.89895468e-10   56   56   26   26   8.8165753e-11   0   0   -312382998   -8.7441011e-11
12.5884496   3.27730408e+21   1.40002355   311923.406   -0.671560586   1.48910445   1.88059673e-10   56   56   26   26   8.73134197e-11   0   0   -311224580   -8.71167678e-11
12.5884594   3.2243782e+21   1.40002355   308889.761   -0.671560713   1.48910388   1.862307e-10   56   56   26   26   8.64642536e-11   0   0   -310065790   -8.67924202e-11
12.5884691   3.17196872e+21   1.40002355   305867.434   -0.67156084   1.48910332   1.8440855e-10   56   56   26   26   8.56182553e-11   0   0   -308906813   -8.64680205e-11
12.5884789   3.12007372e+21   1.40002355   302856.425   -0.671560968   1.48910275   1.82593223e-10   56   56   26   26   8.47754251e-11   0   0   -307747498   -8.61435258e-11
12.5884887   3.06869126e+21   1.40002355   299856.74   -0.671561095   1.48910219   1.80784724e-10   56   56   26   26   8.39357645e-11   0   0   -306587603   -8.58188686e-11
12.5884984   3.0178194e+21   1.40002355   296868.386   -0.671561223   1.48910162   1.78983054e-10   56   56   26   26   8.30992753e-11   0   0   -305427126   -8.54940486e-11
12.5885082   2.96745621e+21   1.40002355   293891.367   -0.67156135   1.48910106   1.77188219e-10   56   56   26   26   8.22659589e-11   0   0   -304266073   -8.51690669e-11
12.588518   2.91759976e+21   1.40002355   290925.689   -0.671561477   1.48910049   1.75400221e-10   56   56   26   26   8.1435817e-11   0   0   -303104443   -8.48439239e-11
12.5885277   2.86824811e+21   1.40002355   287971.358   -0.671561605   1.48909993   1.73619064e-10   56   56   26   26   8.0608851e-11   0   0   -301942235   -8.45186189e-11
12.5885375   2.81939933e+21   1.40002355   285028.38   -0.671561732   1.48909936   1.7184475e-10   56   56   26   26   7.97850627e-11   0   0   -300779443   -8.41931503e-11
12.5885473   2.77105147e+21   1.40002355   282096.76   -0.67156186   1.4890988   1.70077285e-10   56   56   26   26   7.89644536e-11   0   0   -299616060   -8.3867516e-11
12.588557   2.72320259e+21   1.40002355   279176.504   -0.671561987   1.48909823   1.6831667e-10   56   56   26   26   7.81470253e-11   0   0   -298452075   -8.35417132e-11
12.5885668   2.67585076e+21   1.40002355   276267.617   -0.671562114   1.48909767   1.6656291e-10   56   56   26   26   7.73327795e-11   0   0   -297287476   -8.32157385e-11
12.5885766   2.62899404e+21   1.40002355   273370.107   -0.671562242   1.4890971   1.64816008e-10   56   56   26   26   7.65217179e-11   0   0   -296122250   -8.2889588e-11
12.5885863   2.58263048e+21   1.40002355   270483.98   -0.671562369   1.48909654   1.63075968e-10   56   56   26   26   7.57138422e-11   0   0   -294956382   -8.25632578e-11
12.5885961   2.53675813e+21   1.40002355   267609.241   -0.671562497   1.48909597   1.61342794e-10   56   56   26   26   7.49091542e-11   0   0   -293789857   -8.22367435e-11
12.5886059   2.49137507e+21   1.40002355   264745.897   -0.671562624   1.48909541   1.59616489e-10   56   56   26   26   7.41076558e-11   0   0   -292622660   -8.19100409e-11
12.5886156   2.44647933e+21   1.40002355   261893.954   -0.671562751   1.48909484   1.57897059e-10   56   56   26   26   7.33093488e-11   0   0   -291454775   -8.15831457e-11
12.5886254   2.40206898e+21   1.40002355   259053.421   -0.671562879   1.48909428   1.56184506e-10   56   56   26   26   7.2514235e-11   0   0   -290286188   -8.12560539e-11
12.5886352   2.35814206e+21   1.40002355   256224.302   -0.671563006   1.48909371   1.54478835e-10   56   56   26   26   7.17223165e-11   0   0   -289116886   -8.09287616e-11
12.5886449   2.31469663e+21   1.40002355   253406.606   -0.671563134   1.48909315   1.52780051e-10   56   56   26   26   7.09335951e-11   0   0   -287946856   -8.06012657e-11
12.5886547   2.27173074e+21   1.40002355   250600.34   -0.671563261   1.48909258   1.51088157e-10   56   56   26   26   7.0148073e-11   0   0   -286776090   -8.02735635e-11
12.5886645   2.22924243e+21   1.40002355   247805.511   -0.671563388   1.48909202   1.49403158e-10   56   56   26   26   6.93657521e-11   0   0   -285604580   -7.99456531e-11
12.5886742   2.18722975e+21   1.40002355   245022.126   -0.671563516   1.48909145   1.47725059e-10   56   56   26   26   6.85866344e-11   0   0   -284432324   -7.96175335e-11
12.588684   2.14569076e+21   1.40002355   242250.192   -0.671563643   1.48909089   1.46053863e-10   56   56   26   26   6.78107221e-11   0   0   -283259320   -7.92892046e-11
12.5886938   2.10462349e+21   1.40002355   239489.717   -0.671563771   1.48909032   1.44389575e-10   56   56   26   26   6.70380172e-11   0   0   -282085573   -7.89606674e-11
12.5887035   2.06402599e+21   1.40002355   236740.708   -0.671563898   1.48908976   1.427322e-10   56   56   26   26   6.62685216e-11   0   0   -280910890   -7.86318683e-11
12.5887133   2.02389629e+21   1.40002355   234003.176   -0.671564025   1.48908919   1.41081744e-10   56   56   26   26   6.55022385e-11   0   0   -279735051   -7.83027454e-11
12.588723   1.98423245e+21   1.40002355   231277.133   -0.671564153   1.48908863   1.39438215e-10   56   56   26   26   6.47391711e-11   0   0   -278558187   -7.79733355e-11
12.5887328   1.94503249e+21   1.40002355   228562.587   -0.67156428   1.48908806   1.37801616e-10   56   56   26   26   6.39793218e-11   0   0   -277380464   -7.76436848e-11
12.5887426   1.90629447e+21   1.40002355   225859.546   -0.671564408   1.4890875   1.36171954e-10   56   56   26   26   6.32226929e-11   0   0   -276201903   -7.73137996e-11
12.5887523   1.8680164e+21   1.40002355   223168.018   -0.671564535   1.48908693   1.34549233e-10   56   56   26   26   6.24692866e-11   0   0   -275022537   -7.69836891e-11
12.5887621   1.83019634e+21   1.40002355   220488.012   -0.671564662   1.48908637   1.32933457e-10   56   56   26   26   6.17191052e-11   0   0   -273842412   -7.66533657e-11
12.5887719   1.79283231e+21   1.40002355   217819.534   -0.67156479   1.4890858   1.31324632e-10   56   56   26   26   6.09721506e-11   0   0   -272661578   -7.63228439e-11
12.5887816   1.75592233e+21   1.40002355   215162.59   -0.671564917   1.48908524   1.29722761e-10   56   56   26   26   6.02284247e-11   0   0   -271479687   -7.59920259e-11
12.5887914   1.71946445e+21   1.40002355   212517.196   -0.671565045   1.48908467   1.28127852e-10   56   56   26   26   5.94879313e-11   0   0   -270296064   -7.56607233e-11
